        40         40          5
        40         40          6
        40         40          8
        40         40          9
        40         40         11
        40         40         13
        40         40         14
        40         40         17
        41         41          3
        41         41          4
        41         41          8
        41         41          9
        41         41         11
        41         41         12
        41         41         19
        42         42          0
        42         42          3
        42         42          4
        42         42          6
        42         42          8
        42         42          9
        42         42         10
        42         42         11
        42         42         13
        42         42         17
        42         42         18
        43         43          0
        43         43          3
        43         43          4
        43         43          5
        43         43          8
        43         43          9
        43         43         10
        43         43         11
        43         43         14
        43         43         19
        44         44          0
        44         44          7
        44         44          8
        44         44         11
        44         44         14
        44         44         15
        44         44         17
        44         44         18
        44         44         19
        45         45          0
        45         45          3
        45         45          4
        45         45          7
        45         45          8
        45         45          9
        45         45         10
        45         45         11
        45         45         12
        45         45         14
        45         45         15
        45         45         17
        45         45         18
        46         46          3
        46         46          9
        46         46         12
        46         46         14
        46         46         19
        47         47          0
        47         47          3
        47         47          6
        47         47          7
        47         47          8
        47         47          9
        47         47         12
        47         47         13
        47         47         17
        47         47         18
        48         48          0
        48         48          3
        48         48          4
        48         48          8
        48         48          9
        48         48         13
        48         48         14
        48         48         17
        49         49          0
        49         49          3
        49         49          5
        49         49          6
        49         49          7
        49         49          8
        49         49          9
        49         49         11
        49         49         14
        49         49         15
        49         49         16
        49         49         17
        49         49         18
        49         49         19
        50         50          3
        50         50          4
        50         50          6
        50         50          8
        50         50          9
        50         50         14
        50         50         15
        50         50         19
        51         51          3
        51         51          4
        51         51          6
        51         51          8
        51         51         11
        51         51         14
        51         51         17
        52         52          3
        52         52          6
        52         52          8
        52         52         11
        52         52         12
        52         52         14
        52         52         18
        53         53          0
        53         53          3
        53         53          4
        53         53          6
        53         53          7
        53         53          8
        53         53          9
        53         53         10
        53         53         11
        53         53         13
        53         53         14
        53         53         16
        53         53         17
        53         53         19
        54         54          3
        54         54          4
        54         54          5
        54         54          6
        54         54          7
        54         54          8
        54         54         11
        54         54         18
        55         55          6
        55         55          7
        55         55          8
        55         55          9
        55         55         10
        55         55         11
        55         55         14
        55         55         16
        55         55         17
        55         55         18
        55         55         19
        56         56          0
        56         56          3
        56         56          4
        56         56          5
        56         56          8
        56         56         14
        56         56         18
        57         57          0
        57         57          5
        57         57          8
        57         57          9
        57         57         11
        57         57         12
        57         57         14
        57         57         15
        57         57         17
        57         57         19
        58         58          3
        58         58          5
        58         58          6
        58         58          7
        58         58          8
        58         58          9
        58         58         11
        58         58         12
        58         58         13
        58         58         14
        58         58         16
        58         58         17
        58         58         18
        58         58         19
        59         59          3
        59         59          5
        59         59          8
        59         59          9
        59         59         10
        59         59         11
        59         59         12
        59         59         13
        59         59         14
        59         59         15
        59         59         16
        59         59         17
        59         59         19
        60         60          3
        60         60          5
        60         60          8
        60         60         10
        60         60         14
        60         60         17
        60         60         18
        60         60         19
        61         61          6
        61         61          8
        61         61          9
        61         61         10
        61         61         11
        61         61         13
        61         61         19
        62         62          0
        62         62          3
        62         62         11
        63         63          0
        63         63          3
        63         63          9
        63         63         11
        64         64          0
        64         64          3
        64         64          6
        64         64          8
        64         64          9
        64         64         10
        65         65          0
        65         65          6
        65         65          7
        65         65          8
        65         65          9
        65         65         11
        65         65         13
        65         65         14
        65         65         16
        65         65         17
        65         65         18
        66         66          0
        66         66          3
        66         66          4
        66         66          5
        66         66          7
        66         66          8
        66         66          9
        66         66         10
        66         66         11
        66         66         15
        66         66         17
        66         66         18
        66         66         19
        67         67          1
        67         67          3
        67         67          4
        67         67          5
        67         67          6
        67         67          7
        67         67          8
        67         67          9
        67         67         10
        67         67         11
        67         67         12
        67         67         13
        67         67         14
        67         67         17
        68         68          0
        68         68          3
        68         68         11
        68         68         12
        68         68         15
        68         68         17
        68         68         19
        69         69          0
        69         69          3
        69         69          7
        69         69          8
        69         69          9
        69         69         10
        69         69         17
        69         69         18
        69         69         19
        70         70          0
        70         70          3
        70         70          7
        70         70          8
        70         70         11
        70         70         14
        70         70         15
        70         70         17
        71         71          3
        71         71          9
        71         71         11
        71         71         12
        71         71         17
        72         72          0
        72         72          4
        72         72          6
        72         72          7
        72         72         10
        72         72         11
        72         72         13
        72         72         14
        72         72         16
        72         72         17
        73         73          3
        73         73          6
        73         73          8
        73         73         11
        73         73         12
        73         73         13
        73         73         14
        74         74          0
        74         74          3
        74         74          6
        74         74          8
        74         74          9
        74         74         11
        74         74         13
        74         74         16
        74         74         17
        74         74         19
        75         75          2
        75         75          3
        75         75          6
        75         75          7
        75         75          8
        75         75          9
        75         75         10
        75         75         13
        75         75         18
        75         75         19
        76         76          3
        76         76          5
        76         76          7
        76         76          9
        76         76         13
        76         76         14
        76         76         19
        77         77          5
        77         77          8
        77         77          9
        77         77         12
        77         77         13
        77         77         14
        77         77         17
        77         77         18
        78         78          3
        78         78          8
        78         78         14
        78         78         15
        79         79          3
        79         79          5
        79         79          7
        79         79         10
        79         79         11
        79         79         12
        79         79         18
        80         80          3
        80         80          4
        80         80          8
        80         80         11
        80         80         12
        80         80         13
        80         80         17
        80         80         18
        81         81          0
        81         81          7
        81         81          8
        81         81         11
        81         81         14
        81         81         16
        81         81         17
        81         81         18
        81         81         19
        82         82          1
        82         82          3
        82         82          6
        82         82          8
        82         82          9
        82         82         10
        82         82         11
        82         82         12
        82         82         17
        82         82         19
        83         83          3
        83         83          8
        83         83          9
        83         83         10
        83         83         14
        83         83         17
        84         84          3
        84         84          4
        84         84          7
        84         84          8
        84         84          9
        84         84         14
        84         84         16
        84         84         19
        85         85          4
        85         85          5
        85         85          7
        85         85          8
        85         85          9
        85         85         10
        85         85         11
        85         85         17
        85         85         18
        86         86          3
        86         86          7
        86         86          8
        86         86          9
        86         86         10
        86         86         12
        86         86         15
        86         86         17
        86         86         19
        87         87          0
        87         87          1
        87         87          3
        87         87          4
        87         87          6
        87         87          7
        87         87          8
        87         87          9
        87         87         10
        87         87         11
        87         87         13
        87         87         14
        87         87         18
        87         87         19
        88         88          0
        88         88          3
        88         88          5
        88         88          8
        88         88          9
        88         88         11
        88         88         14
        88         88         17
        88         88         18
        89         89          3
        89         89          4
        89         89          6
        89         89          8
        89         89          9
        89         89         11
        89         89         12
        89         89         13
        89         89         14
        89         89         15
        89         89         17
        89         89         18
        89         89         19
        90         90          0
        90         90          3
        90         90          4
        90         90          5
        90         90          6
        90         90          7
        90         90         11
        90         90         12
        90         90         13
        90         90         14
        90         90         17
        90         90         19
        91         91          3
        91         91          7
        91         91          8
        91         91          9
        91         91         11
        91         91         12
        91         91         14
        91         91         17
        92         92          0
        92         92          3
        92         92          4
        92         92          5
        92         92          6
        92         92          8
        92         92          9
        92         92         10
        92         92         11
        92         92         12
        92         92         13
        92         92         16
        92         92         17
        93         93          0
        93         93          5
        93         93          6
        93         93          8
        93         93          9
        93         93         13
        93         93         14
        93         93         15
        93         93         17
        93         93         19
        94         94          3
        94         94          5
        94         94          7
        94         94          8
        94         94          9
        94         94         10
        94         94         11
        94         94         14
        94         94         17
        94         94         18
        95         95          3
        95         95          4
        95         95          5
        95         95          7
        95         95          9
        95         95         10
        95         95         11
        95         95         14
        95         95         17
        96         96          0
        96         96          3
        96         96          5
        96         96          8
        96         96         10
        96         96         12
        96         96         14
        96         96         17
        96         96         18
        96         96         19
        97         97          0
        97         97          5
        97         97          9
        97         97         14
        97         97         17
        97         97         18
        98         98          3
        98         98          4
        98         98          5
        98         98          6
        98         98          8
        98         98          9
        98         98         10
        98         98         11
        98         98         14
        98         98         17
        98         98         19
        99         99          0
        99         99          1
        99         99          3
        99         99          4
        99         99          5
        99         99          8
        99         99         11
        99         99         14
        99         99         17
       100        100          3
       100        100          4
       100        100          6
       100        100          7
       100        100          8
       100        100         10
       100        100         11
       100        100         17
       100        100         19
       101        101          0
       101        101          1
       101        101          3
       101        101          8
       101        101         11
       101        101         12
       101        101         17
       101        101         19
       102        102          0
       102        102          3
       102        102          4
       102        102          5
       102        102          6
       102        102          7
       102        102          8
       102        102         11
       102        102         12
       102        102         16
       102        102         18
       103        103          0
       103        103          3
       103        103          7
       103        103          9
       103        103         11
       103        103         14
       103        103         17
       104        104          3
       104        104          5
       104        104          6
       104        104          7
       104        104          8
       104        104          9
       104        104         11
       105        105          3
       105        105          5
       105        105          9
       105        105         10
       105        105         11
       105        105         14
       105        105         18
       106        106          9
       106        106         10
       106        106         14
       106        106         15
       106        106         18
       106        106         19
       107        107          3
       107        107          5
       107        107          8
       107        107         11
       107        107         12
       107        107         19
       108        108          3
       108        108          6
       108        108          8
       108        108         10
       108        108         11
       108        108         12
       108        108         13
       108        108         14
       108        108         17
       108        108         19
       109        109          1
       109        109          4
       109        109          5
       109        109          7
       109        109          9
       109        109         10
       109        109         11
       109        109         12
       109        109         13
       109        109         14
       109        109         16
       109        109         17
       110        110          2
       110        110          3
       110        110          8
       110        110          9
       110        110         13
       110        110         17
       110        110         19
       111        111          3
       111        111          7
       111        111          8
       111        111          9
       111        111         12
       111        111         16
       111        111         17
       112        112          3
       112        112          5
       112        112          6
       112        112          7
       112        112         10
       112        112         13
       112        112         14
       112        112         19
       113        113          3
       113        113          4
       113        113          9
       113        113         12
       113        113         14
       114        114          6
       114        114          7
       114        114          9
       114        114         11
       114        114         17
       115        115          3
       115        115          5
       115        115          6
       115        115          7
       115        115          9
       115        115         11
       115        115         12
       115        115         16
       115        115         17
       115        115         18
       115        115         19
       116        116          4
       116        116          5
       116        116          8
       116        116          9
       116        116         13
       116        116         14
       116        116         17
       117        117          0
       117        117          3
       117        117          4
       117        117          5
       117        117          7
       117        117          8
       117        117          9
       117        117         11
       117        117         13
       117        117         14
       117        117         17
       117        117         18
       117        117         19
       118        118          2
       118        118          4
       118        118          5
       118        118          8
       118        118          9
       118        118         13
       118        118         14
       118        118         18
       118        118         19
       119        119          3
       119        119          5
       119        119          6
       119        119          7
       119        119          9
       119        119         10
       119        119         11
       119        119         12
       119        119         13
       119        119         14
       119        119         15
       119        119         17
       119        119         18
       120        120          0
       120        120          1
       120        120          8
       120        120          9
       120        120         10
       120        120         11
       120        120         14
       121        121          0
       121        121          3
       121        121          4
       121        121          5
       121        121          6
       121        121          8
       121        121          9
       121        121         10
       121        121         13
       121        121         14
       121        121         17
       121        121         19
       122        122          0
       122        122          3
       122        122          5
       122        122          6
       122        122          7
       122        122          9
       122        122         11
       122        122         12
       122        122         14
       122        122         15
       122        122         19
       123        123          0
       123        123          5
       123        123          6
       123        123         11
       123        123         12
       123        123         13
       123        123         14
       123        123         15
       123        123         17
       123        123         18
       124        124          0
       124        124          3
       124        124          9
       124        124         11
       124        124         14
       125        125          3
       125        125          4
       125        125         11
       125        125         14
       125        125         17
       126        126          0
       126        126          3
       126        126          5
       126        126          6
       126        126          7
       126        126          8
       126        126          9
       126        126         11
       126        126         13
       126        126         17
       127        127          3
       127        127          5
       127        127          8
       127        127          9
       127        127         10
       127        127         11
       127        127         14
       127        127         17
       127        127         18
       127        127         19
       128        128          3
       128        128          4
       128        128          9
       129        129          0
       129        129          4
       129        129          5
       129        129          6
       129        129          7
       129        129          8
       129        129          9
       129        129         11
       129        129         13
       129        129         14
       129        129         17
       130        130          3
       130        130          4
       130        130          5
       130        130          6
       130        130          8
       130        130          9
       130        130         11
       130        130         12
       130        130         13
       130        130         14
       130        130         17
       130        130         18
       131        131          3
       131        131          5
       131        131          8
       131        131         11
       131        131         12
       131        131         13
       131        131         14
       131        131         17
       132        132          3
       132        132          4
       132        132          5
       132        132          6
       132        132          8
       132        132         10
       132        132         11
       132        132         14
       132        132         17
       132        132         18
       133        133          0
       133        133          3
       133        133          5
       133        133          7
       133        133          8
       133        133          9
       133        133         10
       133        133         11
       133        133         12
       133        133         13
       133        133         16
       133        133         17
       133        133         18
       133        133         19
       134        134          5
       134        134          6
       134        134          7
       134        134          8
       134        134          9
       134        134         11
       134        134         14
       134        134         17
       135        135          1
       135        135          3
       135        135          7
       135        135          8
       135        135         10
       135        135         12
       135        135         14
       135        135         17
       135        135         18
       136        136          3
       136        136          6
       136        136          7
       136        136          8
       136        136         11
       136        136         13
       136        136         14
       136        136         17
       137        137          1
       137        137          4
       137        137          6
       137        137          8
       137        137         10
       137        137         14
       137        137         15
       137        137         16
       138        138          0
       138        138          3
       138        138          4
       138        138          6
       138        138          8
       138        138          9
       138        138         11
       138        138         12
       138        138         14
       138        138         16
       138        138         17
       139        139          0
       139        139          1
       139        139          3
       139        139          8
       139        139          9
       139        139         11
       139        139         15
       139        139         17
       139        139         19
       140        140          3
       140        140          8
       140        140          9
       140        140         11
       140        140         14
       140        140         16
       140        140         17
       141        141          3
       141        141          4
       141        141          9
       141        141         11
       141        141         12
       141        141         14
       141        141         17
       142        142          3
       142        142          5
       142        142          7
       142        142          9
       142        142         11
       142        142         12
       142        142         13
       142        142         15
       142        142         17
       143        143          0
       143        143          1
       143        143          3
       143        143          4
       143        143          6
       143        143          8
       143        143          9
       143        143         14
       143        143         15
       143        143         17
       143        143         19
       144        144          0
       144        144          3
       144        144          5
       144        144          6
       144        144          8
       144        144          9
       144        144         11
       144        144         12
       144        144         14
       144        144         15
       144        144         18
       144        144         19
       145        145          6
       145        145          8
       145        145         14
       146        146          0
       146        146          3
       146        146          6
       146        146          7
       146        146          8
       146        146          9
       146        146         11
       146        146         12
       146        146         14
       146        146         15
       146        146         19
       147        147          3
       147        147          5
       147        147          6
       147        147          8
       147        147         11
       147        147         14
       147        147         19
       148        148          3
       148        148          4
       148        148          5
       148        148          6
       148        148         10
       148        148         17
       148        148         18
       148        148         19
       149        149          0
       149        149          5
       149        149          8
       149        149          9
       149        149         10
       149        149         11
       149        149         12
       149        149         14
       149        149         17
       149        149         18
       149        149         19
       150        150          0
       150        150          3
       150        150          6
       150        150         10
       150        150         11
       150        150         17
       150        150         18
       151        151          3
       151        151          4
       151        151          5
       151        151          8
       151        151          9
       151        151         10
       151        151         11
       151        151         12
       151        151         17
       151        151         19
       152        152          6
       152        152          9
       152        152         14
       153        153          0
       153        153          1
       153        153          4
       153        153          6
       153        153          7
       153        153          8
       153        153          9
       153        153         11
       153        153         13
       153        153         14
       153        153         16
       153        153         19
       154        154          0
       154        154          1
       154        154          3
       154        154          5
       154        154          6
       154        154          7
       154        154          8
       154        154          9
       154        154         10
       154        154         11
       154        154         12
       154        154         14
       154        154         17
       155        155          3
       155        155          6
       155        155          9
       155        155         10
       155        155         11
       155        155         14
       155        155         15
       155        155         17
       155        155         18
       156        156          3
       156        156          7
       156        156          8
       156        156          9
       156        156         14
       156        156         17
       157        157          0
       157        157          3
       157        157          4
